,0,1
2225, سلام خانوم غلامی کی میاد ایران همون خانم سیاره‌ای هست دوتا فامیل دارع ایشون خیلی مشتاقم میگن خدایئ مغزه نابغه جهان هستاهل ایران هست ,"""غیرتنفر"""
2226,سحر جان تو فقط با من نبودی چطوری نمیتونی مقاوت کنی که با همه مردها نباشی,"""تنفر"""
2227,تتلو خوب میکنه یا ن,"""تنفر"""
2228,این کلک‌ها قدیمی شده,"""غیرتنفر"""
2229,اینا ابروی اریایی و تمام شاه‌ها رو بردن ایکاش پهلوی بود,"""تنفر"""
2230,مبارکه تتلو هم ب تیغ بعدی داریوش هس,"""تنفر"""
2231,حیف نکن خودتو حیفی حیف,"""غیرتنفر"""
2232,سحر ارزون نده‌ها خوب پول بگیر,"""تنفر"""
2233,ای جانم الهی خوشبخت باشین همیشه,"""غیرتنفر"""
2234, امیدوارم بیشتر از  سال در کنار هم شاد باشید,"""غیرتنفر"""
2235,دارن تو ایران مثل مهریه تو خبر نداری,"""تنفر"""
2236,ای مردماحمقاز وقتی خبرش با تتلو در اومده فالورش از  میلیون شده  میلیون عجب مردم احمقی هستین,"""تنفر"""
2237,قیافش شبیه کریستین همسورث هستش,"""غیرتنفر"""
2238,روز زن تموم شده پشمک,"""تنفر"""
2239,حالم شبیه حال محمد رضا شریفی نیاست,"""غیرتنفر"""
2240,شمام اومدید ببینین تو کامنتا درمورد تتل چی میگن,"""غیرتنفر"""
2241,سلام و عامو تتلو برسون,"""غیرتنفر"""
2242,چه خفنید اولین کسایی هطتین که واسه عشق حرمت قائلید دمتون گرم,"""غیرتنفر"""
2243,از چشم بد بدور باشین,"""غیرتنفر"""
2244,دختر جون یه بچه بیار که شوهرت گربه رو کله ش نرینه,"""تنفر"""
2245,همینطور بمونید و تصویر ذهنی ما رو از عشق و دوست داشتن خودتون خراب نکنید,"""غیرتنفر"""
2246,چه ساکنایی داره این خونه,"""غیرتنفر"""
2247,کلاه قرمزی با نسبیت انیشتین آشنایی کامل داشت,"""غیرتنفر"""
2248,نور من چرا با این,"""غیرتنفر"""
2249,دوتا آدمین شما دوتا دل عاشق,"""غیرتنفر"""
2250,آخرش رفتی دادی تتلو هاا,"""تنفر"""
2251,کون بخور کیر لیس برن,"""تنفر"""
2252,اوخ دست پیشی شایدم پاش نمیدونم,"""غیرتنفر"""
2253,زیباترین زوجزیبا‌ترین قابزیباترین عشق,"""غیرتنفر"""
2254,اصلا برات مهم هست خانوم زهره فکور فوت شدن نه تسلیتی نه هیچی تو دلنوازان همبازی بودین,"""غیرتنفر"""
2255,دهنم صاف شد انقد که اینجوریم,"""غیرتنفر"""
2256,زنانی که در سرزمین خود اسیرند,"""غیرتنفر"""
2257,همه انسانها دوستدارن زیبا باشن شما ام میتونید زیبایی خودتونو چند برابر کنید,"""غیرتنفر"""
2258,سلام سحر قریشی هستم هم از عقب میدم هم از جلو سوراخی  و نیم یک کلام مقطوع,"""تنفر"""
2259,هی نداری‌های ما رو به رخ ما بکش ,"""تنفر"""
2260,تنها راه رهایی محو دین ومذهب,"""تنفر"""
2261,ازدواج با میمون مبارک میخواستی سایت بزنی خب اینطوری چرا,"""تنفر"""
2262,خب میکنه تتلو یا نه بپا فقد فیلم ساک زدنتو نزار مثل دنیا جهانبخش,"""تنفر"""
2263,حیف این مردم که گیر یه مشت کلاه به سرای دلقک افتادن از یه طرفم کاسه لیس هایی انگلیسی و امریکایی و مثل شما,"""تنفر"""
2264,همه چی پول نیست با احساسات مردم بازی نکن اخرش چی بازی با افکارمردم که ازیوتیوب پول دار بیاری,"""غیرتنفر"""
2265,وقتی تتلو هست کی این پلشتو گوش میده,"""تنفر"""
2266,یه جوری قضاوت می‌کنید انگار خودتون پیامبر اولول عرضید باو بسه ناموسا این عقده بازیاتون کی تموم میشع فقط کافیه یه چیز بفهمید حاشیه و قضاوت و پروند واسه طرف صادر میکنید همه شدن جدیدا خدا کی می‌خواید بفهمید زندگی هر کس به خودش مربوطع دخالت نکنید ازش بدتون میاد دنبالش نکنید مجبور نیستین این کامنتا چرت و پرت رو مزارید جدیدا همه جا خدا تصمیم میگرن,"""غیرتنفر"""
2267,شب‌ها نمی‌ترسی پیش تتلو بخوابی با اون همه خال کوبی من که مرد هستم تو فیلم ببینمش یاد ارواح می‌گفتم بازم خود دانی,"""تنفر"""
2268,وایی چقدر پاچیدن روی این صورت,"""تنفر"""
2269,مگه من از تو آرامش یا حس خوب میگیرم ک حس خوب یا آرامش بهت بدم,"""تنفر"""
2270,حالا سکینه مگ بده اسمتو گذاشتی فرشته خوب بچو سکینه‌ام دیگ,"""تنفر"""
2271,برو تتلو رو ستایش کن بخاطر اون فالوت کردم فق,"""تنفر"""
2272,عجب صدای سکسی داره آخونده کاش چن آه آه هم میکرد,"""تنفر"""
2273,,"""غیرتنفر"""
2274,برازنده ملیونها ساعت خوشبختی هستید حسود هم هرگز نیاسود,"""غیرتنفر"""
2275,واقعا برات متاسفم لاعقل پیش یکی میرفتی که سرش به تنش بیرضه هر چی نگاش میکنم شبیه یه خره کرایه‌ای هست این انتر چی داره خیلی لاش پالاشی,"""تنفر"""
2276,ازدواجتون رو با سلطان میبینیم,"""غیرتنفر"""
2277,سحر قریشی پیشه تتلویی پس می‌می و ماری کوشن,"""غیرتنفر"""
2278,فازت چی بگو هم فازت شیم کسگم,"""تنفر"""
2279,یکدونه از این عشقها لطفا خداجون,"""غیرتنفر"""
2280,دهنت سرویس صنف به صنف میپری,"""تنفر"""
2281,وایقلبم پیشی چقد کوچولوعه‌ای جونم,"""غیرتنفر"""
2282,چش سفید شدی دختر نوید خبر داره,"""غیرتنفر"""
2283,سلام سلطان همیشه پیشرفت تو باعث خوش حالی سلطان حاج خانوم,"""غیرتنفر"""
2284,فرهنگ مردم ایران باید همینقدر پایین جلوه کنه همش که فقط دنبال قضاوت و تمسخر باشن واقعا حتی ارزش اینو ندارن ک کامنتارو ب روشون بست یسری اکانت فیک ک زندگی خودشون سراسر پوچیه میان اینجاها چرتوپرت مینویسن,"""غیرتنفر"""
2285,یکی بیاد حال خراب منو دریابه,"""غیرتنفر"""
2286,تتلو سحرم ادمه ک گرفتیش با ی دختر افغانی میخوای عروسی کنی,"""تنفر"""
2287,ی وقت منقلب نشی زیرتتلو,"""تنفر"""
2288,چقد شبیه اداهای ریحانه پارسا اون اوایله,"""تنفر"""
2289,سحر قریشی هم یک روزی به سر نوشته ازاده دچار خواهد شد سوخت و تموم شد رفت,"""تنفر"""
2290,از نچرال بودنت خوشم میاد,"""غیرتنفر"""
2291,عشق چیز قشنگیست که در هر کسی پیدا نمیشه موفق باشین,"""غیرتنفر"""
2292,کلا کارشون همینه یه حاشیه میسازن و فالوور میگیرن,"""تنفر"""
2293,حواست باشه بخوای تتلو رو تیغ بزنی مثل این هست که درصد ایران رو تیغ زدی حواست باشه,"""تنفر"""
2294,زیبا دیدن صادقانه عشق ورزیدن به ملیت نیاز نداره به قلب بی شیله پیله و آزاده دیدن نیاز داره,"""غیرتنفر"""
2295,سلام سحر خانم عزیز من قصد بی احترامی رو ندارم ولی به خدا حیفه این همه خوشکلی شما مال این سر صورت رنگین کمونی بشی,"""غیرتنفر"""
2296,تتل کو تو عکسهات نیست خوب لاک میزدی واسه تتل,"""غیرتنفر"""
2297,سحر با امیر تتلو هستی,"""غیرتنفر"""
2298,این چرا لباش عین کون مرغ کرده,"""تنفر"""
2299,وای چرا دست پیشول تو گچه,"""غیرتنفر"""
2300,اینم از اولش معلوم بود یه تختش کمه,"""تنفر"""
2301,لبخند و آرامش همیشه باهاتون باشه,"""غیرتنفر"""
2302,دلم از همه آدما گرفته,"""غیرتنفر"""
2303,تتلو رو بچسباون نون حلال درمییاره,"""غیرتنفر"""
2304,ماشاله نوید بهت ساخته تپل شدی,"""غیرتنفر"""
2305,الان اون چشمک چی بود دقیقا,"""تنفر"""
2306,رفیقت تتلو چی شد یه دس دادی تموم,"""تنفر"""
2307,واسمون بت هس توم حواست ب تتلمون باشه,"""غیرتنفر"""
2308,یعنی از خر هم خرتری تتلو هم شد ادم,"""تنفر"""
2309,دوتاتون عشقی خوشبحال تون که عشقتون ابدی شد اما عشق من تنها خاطره,"""غیرتنفر"""
2310,امیر تتلو در حد این نیست که حتی بتونه کفشهای سحر قریشی رو تمیز کنه چ برسه شوهرش بشه چرا انقد تهمت میرنن ب این سحر قریشی بدبخت آخه اون کجاش شبیه‌ی مرده ولله مرد ک بماند شبیه هیچ جونوری هم نیست,"""تنفر"""
2311,میترسم سحر تتلو روحامله کنه,"""غیرتنفر"""
2312,از اتیش بازی‌ها سوختن چه خبر برا تتلو اتیش درست نکردی  تا فیلم اند فیرون ازتون همش اتیش داری درست میکنی,"""تنفر"""
2313,چقدر ننر این سوسول بازیا نمیاد به محمدزاده,"""تنفر"""
2314,میگم سحر پسر ھارو گول میزنکی ک نخواد ازت گول بخور,"""تنفر"""
2315,آبروی هر چی بازیگر سینما را بردی تف به ذاتت,"""تنفر"""
2316,به حرف ینا گوش نده سحر جان,"""غیرتنفر"""
